,Customer ID,Customer Name,Segment
649,RS-19765,Roland Schwarz,Corporate
650,RO-19780,Rose O'Brian,Consumer
651,RB-19795,Ross Baird,Home Office
652,RD-19810,Ross DeVincentis,Home Office
653,RC-19825,Roy Collins,Consumer
654,RF-19840,Roy Französisch,Consumer
655,RP-19855,Roy Phan,Corporate
656,RS-19870,Roy Skaria,Home Office
657,RA-19885,Ruben Ausman,Corporate
658,RD-19900,Ruben Dartt,Consumer
659,RA-19915,Russell Applegate,Consumer
660,RD-19930,Russell D'Ascenzo,Consumer
661,RA-19945,Ryan Akin,Consumer
662,RC-19960,Ryan Crowe,Consumer
663,SH-19975,Sally Hughsby,Corporate
664,SK-19990,Sally Knutson,Consumer
665,SM-20005,Sally Matthias,Consumer
666,SC-20020,Sam Craven,Consumer
667,SZ-20035,Sam Zeldin,Home Office
668,SC-20050,Sample Company A,Home Office
669,SF-20065,Sandra Flanagan,Consumer
670,SG-20080,Sandra Glassco,Consumer
671,SC-20095,Sanjit Chand,Consumer
672,SE-20110,Sanjit Engle,Consumer
673,SJ-20125,Sanjit Jacobs,Home Office
674,SS-20140,Saphhira Shifley,Corporate
675,SL-20155,Sara Luxemburg,Home Office
676,SB-20170,Sarah Bern,Consumer
677,SB-20185,Sarah Brown,Consumer
678,SF-20200,Sarah Foster,Consumer
679,SJ-20215,Sarah Jordon,Consumer
680,SC-20230,Scot Coram,Corporate
681,SW-20245,Scot Wooten,Consumer
682,SC-20260,Scott Cohen,Corporate
683,SW-20275,Scott Williamson,Consumer
684,SB-20290,Sean Braxton,Corporate
685,SC-20305,Sean Christensen,Consumer
686,SM-20320,Sean Miller,Home Office
687,SO-20335,Sean O'Donnell,Consumer
688,SW-20350,Sean Wendt,Home Office
689,SV-20365,Seth Vernon,Consumer
690,SC-20380,Shahid Collister,Consumer
691,SH-20395,Shahid Hopkins,Consumer
692,SS-20410,Shahid Shariari,Consumer
693,SR-20425,Sharelle Roach,Home Office
694,SC-20440,Shaun Chance,Corporate
695,SW-20455,Shaun Weien,Consumer
696,SG-20470,Sheri Gordon,Consumer
697,SD-20485,Shirley Daniels,Home Office
698,SJ-20500,Shirley Jackson,Consumer
699,SS-20515,Shirley Schmidt,Home Office
700,ST-20530,Shui Tom,Consumer
701,SP-20545,Sibella Parks,Corporate
702,SN-20560,Skye Norling,Home Office
703,SC-20575,Sonia Cooley,Consumer
704,SS-20590,Sonia Sunley,Consumer
705,SG-20605,Speros Goranitis,Consumer
706,SP-20620,Stefania Perrino,Corporate
707,SH-20635,Stefanie Holloman,Corporate
708,SP-20650,Stephanie Phelps,Corporate
709,SU-20665,Stephanie Ulpright,Home Office
710,SC-20680,Steve Carroll,Home Office
711,SC-20695,Steve Chapman,Corporate
712,SN-20710,Steve Nguyen,Home Office
713,SC-20725,Steven Cartwright,Consumer
714,SR-20740,Steven Roelle,Home Office
715,SW-20755,Steven Ward,Corporate
716,SC-20770,Stewart Carmichael,Corporate
717,SV-20785,Stewart Visinsky,Consumer
718,SC-20800,Stuart Calhoun,Consumer
719,SV-20815,Stuart Van,Corporate
720,SA-20830,Sue Ann Reed,Consumer
721,SC-20845,Sung Chung,Consumer
722,SP-20860,Sung Pak,Corporate
723,SS-20875,Sung Shariari,Consumer
724,SG-20890,Susan Gilcrest,Corporate
725,SM-20905,Susan MacKendrick,Consumer
726,SP-20920,Susan Pistek,Consumer
727,SV-20935,Susan Vittorini,Consumer
728,SM-20950,Suzanne McNair,Corporate
729,SF-20965,Sylvia Foulston,Corporate
730,TC-20980,Tamara Chand,Corporate
731,TD-20995,Tamara Dahlen,Consumer
732,TM-21010,Tamara Manning,Consumer
733,TW-21025,Tamara Willingham,Home Office
734,TN-21040,Tanja Norvell,Home Office
735,TB-21055,Ted Butterfield,Consumer
736,TT-21070,Ted Trevino,Consumer
737,TS-21085,Thais Sissman,Consumer
738,TH-21100,Thea Hendricks,Consumer
739,TH-21115,Thea Hudgings,Corporate
740,TP-21130,Theone Pippenger,Consumer
741,TC-21145,Theresa Coyne,Corporate
742,TS-21160,Theresa Swint,Corporate
743,TB-21175,Thomas Boland,Corporate
744,TB-21190,Thomas Brumley,Home Office
745,TS-21205,Thomas Seio,Corporate
746,TT-21220,Thomas Thornton,Consumer
747,TH-21235,Tiffany House,Corporate
748,TB-21250,Tim Brockman,Consumer
749,TT-21265,Tim Taslimi,Corporate
750,TB-21280,Toby Braunhardt,Consumer
751,TC-21295,Toby Carlisle,Consumer
752,TG-21310,Toby Gnade,Consumer
753,TR-21325,Toby Ritter,Consumer
754,TS-21340,Toby Swindell,Consumer
755,TB-21355,Todd Boyes,Corporate
756,TS-21370,Todd Sumrall,Corporate
757,TA-21385,Tom Ashbrook,Home Office
758,TB-21400,Tom Boeckenhauer,Consumer
759,TP-21415,Tom Prescott,Consumer
760,TS-21430,Tom Stivers,Corporate
761,TT-21460,Tonja Turnell,Home Office
762,TC-21475,Tony Chapman,Home Office
763,TM-21490,Tony Molinari,Consumer
764,TS-21505,Tony Sayre,Consumer
765,TB-21520,Tracy Blumstein,Consumer
766,TC-21535,Tracy Collins,Home Office
767,TH-21550,Tracy Hopkins,Home Office
768,TP-21565,Tracy Poddar,Corporate
769,TZ-21580,Tracy Zic,Consumer
770,TB-21595,Troy Blackwell,Consumer
771,TS-21610,Troy Staebel,Consumer
772,TB-21625,Trudy Brown,Consumer
773,TG-21640,Trudy Glocke,Consumer
774,TS-21655,Trudy Schmidt,Consumer
775,VD-21670,Valerie Dominguez,Consumer
776,VM-21685,Valerie Mitchum,Home Office
777,VT-21700,Valerie Takahito,Home Office
778,VF-21715,Vicky Freymann,Home Office
779,VP-21730,Victor Preis,Home Office
780,VB-21745,Victoria Brennan,Corporate
781,VP-21760,Victoria Pisteka,Corporate
782,VW-21775,Victoria Wilson,Corporate
783,VG-21790,Vivek Gonzalez,Consumer
784,VG-21805,Vivek Grady,Corporate
785,VS-21820,Vivek Sundaresam,Consumer
786,VM-21835,Vivian Mathis,Consumer
787,WB-21850,William Brown,Consumer
788,XP-21865,Xylona Preis,Consumer
789,YS-21880,Yana Sorensen,Corporate
790,YC-21895,Yoseph Carroll,Corporate
791,ZC-21910,Zuschuss Carroll,Consumer
792,ZD-21925,Zuschuss Donatelli,Consumer
